t;f ;; t;y ;; t;g ;; t;z ;; t;fx;fy ;; t;cx;cy ;; t;Cx;Cy
1.130 ; 0.550 ;; 1.130 ; Infinity ;; 1.130 ; 0.552 ;; 1.130 ; NaN ;; 1.130 ; 0.504 ; 0.318 ;; 1.130 ; 0.420 ; 0.914 ;; 1.130 ; 0.418 ; 0.909
1.140 ; 0.549 ;; 1.140 ; Infinity ;; 1.140 ; 0.551 ;; 1.140 ; NaN ;; 1.140 ; 0.503 ; 0.315 ;; 1.140 ; 0.411 ; 0.918 ;; 1.140 ; 0.408 ; 0.913
1.150 ; 0.548 ;; 1.150 ; Infinity ;; 1.150 ; 0.550 ;; 1.150 ; NaN ;; 1.150 ; 0.501 ; 0.312 ;; 1.150 ; 0.402 ; 0.922 ;; 1.150 ; 0.399 ; 0.917
1.160 ; 0.547 ;; 1.160 ; Infinity ;; 1.160 ; 0.549 ;; 1.160 ; NaN ;; 1.160 ; 0.500 ; 0.309 ;; 1.160 ; 0.392 ; 0.926 ;; 1.160 ; 0.390 ; 0.921
1.170 ; 0.546 ;; 1.170 ; Infinity ;; 1.170 ; 0.548 ;; 1.170 ; NaN ;; 1.170 ; 0.498 ; 0.305 ;; 1.170 ; 0.383 ; 0.930 ;; 1.170 ; 0.381 ; 0.925
1.180 ; 0.545 ;; 1.180 ; Infinity ;; 1.180 ; 0.547 ;; 1.180 ; NaN ;; 1.180 ; 0.497 ; 0.302 ;; 1.180 ; 0.374 ; 0.934 ;; 1.180 ; 0.372 ; 0.928
1.190 ; 0.544 ;; 1.190 ; Infinity ;; 1.190 ; 0.546 ;; 1.190 ; NaN ;; 1.190 ; 0.495 ; 0.299 ;; 1.190 ; 0.365 ; 0.938 ;; 1.190 ; 0.362 ; 0.932
1.200 ; 0.543 ;; 1.200 ; Infinity ;; 1.200 ; 0.546 ;; 1.200 ; NaN ;; 1.200 ; 0.494 ; 0.296 ;; 1.200 ; 0.355 ; 0.941 ;; 1.200 ; 0.353 ; 0.936
1.210 ; 0.543 ;; 1.210 ; Infinity ;; 1.210 ; 0.545 ;; 1.210 ; NaN ;; 1.210 ; 0.492 ; 0.293 ;; 1.210 ; 0.346 ; 0.945 ;; 1.210 ; 0.344 ; 0.939
1.220 ; 0.542 ;; 1.220 ; Infinity ;; 1.220 ; 0.544 ;; 1.220 ; NaN ;; 1.220 ; 0.491 ; 0.290 ;; 1.220 ; 0.336 ; 0.948 ;; 1.220 ; 0.334 ; 0.942
1.230 ; 0.541 ;; 1.230 ; Infinity ;; 1.230 ; 0.543 ;; 1.230 ; NaN ;; 1.230 ; 0.489 ; 0.288 ;; 1.230 ; 0.327 ; 0.952 ;; 1.230 ; 0.325 ; 0.946
1.240 ; 0.540 ;; 1.240 ; Infinity ;; 1.240 ; 0.542 ;; 1.240 ; NaN ;; 1.240 ; 0.488 ; 0.285 ;; 1.240 ; 0.317 ; 0.955 ;; 1.240 ; 0.315 ; 0.949
1.250 ; 0.539 ;; 1.250 ; Infinity ;; 1.250 ; 0.541 ;; 1.250 ; NaN ;; 1.250 ; 0.487 ; 0.282 ;; 1.250 ; 0.308 ; 0.958 ;; 1.250 ; 0.306 ; 0.952
1.260 ; 0.538 ;; 1.260 ; Infinity ;; 1.260 ; 0.540 ;; 1.260 ; NaN ;; 1.260 ; 0.485 ; 0.279 ;; 1.260 ; 0.298 ; 0.961 ;; 1.260 ; 0.296 ; 0.955
1.270 ; 0.538 ;; 1.270 ; Infinity ;; 1.270 ; 0.540 ;; 1.270 ; NaN ;; 1.270 ; 0.484 ; 0.276 ;; 1.270 ; 0.289 ; 0.964 ;; 1.270 ; 0.287 ; 0.958
1.280 ; 0.537 ;; 1.280 ; Infinity ;; 1.280 ; 0.539 ;; 1.280 ; NaN ;; 1.280 ; 0.482 ; 0.273 ;; 1.280 ; 0.279 ; 0.967 ;; 1.280 ; 0.277 ; 0.961
1.290 ; 0.536 ;; 1.290 ; Infinity ;; 1.290 ; 0.538 ;; 1.290 ; NaN ;; 1.290 ; 0.481 ; 0.271 ;; 1.290 ; 0.269 ; 0.970 ;; 1.290 ; 0.267 ; 0.964
1.300 ; 0.535 ;; 1.300 ; Infinity ;; 1.300 ; 0.537 ;; 1.300 ; NaN ;; 1.300 ; 0.480 ; 0.268 ;; 1.300 ; 0.260 ; 0.973 ;; 1.300 ; 0.258 ; 0.966
1.310 ; 0.535 ;; 1.310 ; Infinity ;; 1.310 ; 0.537 ;; 1.310 ; NaN ;; 1.310 ; 0.479 ; 0.265 ;; 1.310 ; 0.250 ; 0.975 ;; 1.310 ; 0.248 ; 0.969
1.320 ; 0.534 ;; 1.320 ; Infinity ;; 1.320 ; 0.536 ;; 1.320 ; NaN ;; 1.320 ; 0.477 ; 0.263 ;; 1.320 ; 0.240 ; 0.978 ;; 1.320 ; 0.238 ; 0.971
1.330 ; 0.533 ;; 1.330 ; Infinity ;; 1.330 ; 0.535 ;; 1.330 ; NaN ;; 1.330 ; 0.476 ; 0.260 ;; 1.330 ; 0.230 ; 0.980 ;; 1.330 ; 0.229 ; 0.973
1.340 ; 0.533 ;; 1.340 ; Infinity ;; 1.340 ; 0.535 ;; 1.340 ; NaN ;; 1.340 ; 0.475 ; 0.257 ;; 1.340 ; 0.221 ; 0.982 ;; 1.340 ; 0.219 ; 0.976
1.350 ; 0.532 ;; 1.350 ; Infinity ;; 1.350 ; 0.534 ;; 1.350 ; NaN ;; 1.350 ; 0.474 ; 0.255 ;; 1.350 ; 0.211 ; 0.985 ;; 1.350 ; 0.209 ; 0.978
1.360 ; 0.531 ;; 1.360 ; Infinity ;; 1.360 ; 0.533 ;; 1.360 ; NaN ;; 1.360 ; 0.472 ; 0.252 ;; 1.360 ; 0.201 ; 0.987 ;; 1.360 ; 0.199 ; 0.980
1.370 ; 0.531 ;; 1.370 ; Infinity ;; 1.370 ; 0.533 ;; 1.370 ; NaN ;; 1.370 ; 0.471 ; 0.250 ;; 1.370 ; 0.191 ; 0.989 ;; 1.370 ; 0.190 ; 0.982
1.380 ; 0.530 ;; 1.380 ; Infinity ;; 1.380 ; 0.532 ;; 1.380 ; NaN ;; 1.380 ; 0.470 ; 0.247 ;; 1.380 ; 0.181 ; 0.991 ;; 1.380 ; 0.180 ; 0.984
1.390 ; 0.530 ;; 1.390 ; Infinity ;; 1.390 ; 0.531 ;; 1.390 ; NaN ;; 1.390 ; 0.469 ; 0.245 ;; 1.390 ; 0.171 ; 0.992 ;; 1.390 ; 0.170 ; 0.985
1.400 ; 0.529 ;; 1.400 ; Infinity ;; 1.400 ; 0.531 ;; 1.400 ; NaN ;; 1.400 ; 0.468 ; 0.242 ;; 1.400 ; 0.161 ; 0.994 ;; 1.400 ; 0.160 ; 0.987
1.410 ; 0.528 ;; 1.410 ; Infinity ;; 1.410 ; 0.530 ;; 1.410 ; NaN ;; 1.410 ; 0.467 ; 0.240 ;; 1.410 ; 0.151 ; 0.996 ;; 1.410 ; 0.150 ; 0.989
1.420 ; 0.528 ;; 1.420 ; Infinity ;; 1.420 ; 0.529 ;; 1.420 ; NaN ;; 1.420 ; 0.465 ; 0.238 ;; 1.420 ; 0.141 ; 0.997 ;; 1.420 ; 0.140 ; 0.990
1.430 ; 0.527 ;; 1.430 ; Infinity ;; 1.430 ; 0.529 ;; 1.430 ; NaN ;; 1.430 ; 0.464 ; 0.235 ;; 1.430 ; 0.131 ; 0.999 ;; 1.430 ; 0.130 ; 0.991
1.440 ; 0.527 ;; 1.440 ; Infinity ;; 1.440 ; 0.528 ;; 1.440 ; NaN ;; 1.440 ; 0.463 ; 0.233 ;; 1.440 ; 0.121 ; 1.000 ;; 1.440 ; 0.120 ; 0.993
1.450 ; 0.526 ;; 1.450 ; Infinity ;; 1.450 ; 0.528 ;; 1.450 ; NaN ;; 1.450 ; 0.462 ; 0.231 ;; 1.450 ; 0.111 ; 1.001 ;; 1.450 ; 0.111 ; 0.994
1.460 ; 0.526 ;; 1.460 ; Infinity ;; 1.460 ; 0.527 ;; 1.460 ; NaN ;; 1.460 ; 0.461 ; 0.228 ;; 1.460 ; 0.101 ; 1.002 ;; 1.460 ; 0.101 ; 0.995
1.470 ; 0.525 ;; 1.470 ; Infinity ;; 1.470 ; 0.527 ;; 1.470 ; NaN ;; 1.470 ; 0.460 ; 0.226 ;; 1.470 ; 0.091 ; 1.003 ;; 1.470 ; 0.091 ; 0.996
1.480 ; 0.525 ;; 1.480 ; Infinity ;; 1.480 ; 0.526 ;; 1.480 ; NaN ;; 1.480 ; 0.459 ; 0.224 ;; 1.480 ; 0.081 ; 1.004 ;; 1.480 ; 0.081 ; 0.997
1.490 ; 0.524 ;; 1.490 ; Infinity ;; 1.490 ; 0.526 ;; 1.490 ; NaN ;; 1.490 ; 0.458 ; 0.221 ;; 1.490 ; 0.071 ; 1.005 ;; 1.490 ; 0.071 ; 0.997
1.500 ; 0.524 ;; 1.500 ; Infinity ;; 1.500 ; 0.525 ;; 1.500 ; NaN ;; 1.500 ; 0.457 ; 0.219 ;; 1.500 ; 0.061 ; 1.006 ;; 1.500 ; 0.061 ; 0.998
1.510 ; 0.523 ;; 1.510 ; Infinity ;; 1.510 ; 0.525 ;; 1.510 ; NaN ;; 1.510 ; 0.456 ; 0.217 ;; 1.510 ; 0.051 ; 1.006 ;; 1.510 ; 0.051 ; 0.999
1.520 ; 0.523 ;; 1.520 ; Infinity ;; 1.520 ; 0.524 ;; 1.520 ; NaN ;; 1.520 ; 0.455 ; 0.215 ;; 1.520 ; 0.041 ; 1.007 ;; 1.520 ; 0.041 ; 0.999
1.530 ; 0.522 ;; 1.530 ; Infinity ;; 1.530 ; 0.524 ;; 1.530 ; NaN ;; 1.530 ; 0.454 ; 0.213 ;; 1.530 ; 0.031 ; 1.007 ;; 1.530 ; 0.031 ; 1.000
1.540 ; 0.522 ;; 1.540 ; Infinity ;; 1.540 ; 0.523 ;; 1.540 ; NaN ;; 1.540 ; 0.453 ; 0.211 ;; 1.540 ; 0.021 ; 1.008 ;; 1.540 ; 0.021 ; 1.000
1.550 ; 0.521 ;; 1.550 ; Infinity ;; 1.550 ; 0.523 ;; 1.550 ; NaN ;; 1.550 ; 0.452 ; 0.208 ;; 1.550 ; 0.011 ; 1.008 ;; 1.550 ; 0.011 ; 1.000
1.560 ; 0.521 ;; 1.560 ; Infinity ;; 1.560 ; 0.522 ;; 1.560 ; NaN ;; 1.560 ; 0.451 ; 0.206 ;; 1.560 ; 0.001 ; 1.008 ;; 1.560 ; 0.001 ; 1.000
1.570 ; 0.521 ;; 1.570 ; Infinity ;; 1.570 ; 0.522 ;; 1.570 ; NaN ;; 1.570 ; 0.450 ; 0.204 ;; 1.570 ; -0.009 ; 1.008 ;; 1.570 ; -0.009 ; 1.000
1.580 ; 0.520 ;; 1.580 ; Infinity ;; 1.580 ; 0.521 ;; 1.580 ; NaN ;; 1.580 ; 0.449 ; 0.202 ;; 1.580 ; -0.019 ; 1.008 ;; 1.580 ; -0.019 ; 1.000
1.590 ; 0.520 ;; 1.590 ; Infinity ;; 1.590 ; 0.521 ;; 1.590 ; NaN ;; 1.590 ; 0.448 ; 0.200 ;; 1.590 ; -0.029 ; 1.008 ;; 1.590 ; -0.029 ; 1.000
1.600 ; 0.519 ;; 1.600 ; Infinity ;; 1.600 ; 0.521 ;; 1.600 ; NaN ;; 1.600 ; 0.447 ; 0.198 ;; 1.600 ; -0.039 ; 1.007 ;; 1.600 ; -0.039 ; 0.999
1.610 ; 0.519 ;; 1.610 ; Infinity ;; 1.610 ; 0.520 ;; 1.610 ; NaN ;; 1.610 ; 0.447 ; 0.196 ;; 1.610 ; -0.050 ; 1.007 ;; 1.610 ; -0.049 ; 0.999
1.620 ; 0.519 ;; 1.620 ; Infinity ;; 1.620 ; 0.520 ;; 1.620 ; NaN ;; 1.620 ; 0.446 ; 0.194 ;; 1.620 ; -0.060 ; 1.006 ;; 1.620 ; -0.059 ; 0.998
1.630 ; 0.518 ;; 1.630 ; Infinity ;; 1.630 ; 0.519 ;; 1.630 ; NaN ;; 1.630 ; 0.445 ; 0.192 ;; 1.630 ; -0.070 ; 1.006 ;; 1.630 ; -0.069 ; 0.998
1.640 ; 0.518 ;; 1.640 ; Infinity ;; 1.640 ; 0.519 ;; 1.640 ; NaN ;; 1.640 ; 0.444 ; 0.190 ;; 1.640 ; -0.080 ; 1.005 ;; 1.640 ; -0.079 ; 0.997
1.650 ; 0.517 ;; 1.650 ; Infinity ;; 1.650 ; 0.519 ;; 1.650 ; NaN ;; 1.650 ; 0.443 ; 0.189 ;; 1.650 ; -0.090 ; 1.004 ;; 1.650 ; -0.089 ; 0.996
1.660 ; 0.517 ;; 1.660 ; Infinity ;; 1.660 ; 0.518 ;; 1.660 ; NaN ;; 1.660 ; 0.442 ; 0.187 ;; 1.660 ; -0.100 ; 1.003 ;; 1.660 ; -0.099 ; 0.995
1.670 ; 0.517 ;; 1.670 ; Infinity ;; 1.670 ; 0.518 ;; 1.670 ; NaN ;; 1.670 ; 0.441 ; 0.185 ;; 1.670 ; -0.110 ; 1.002 ;; 1.670 ; -0.109 ; 0.994
1.680 ; 0.516 ;; 1.680 ; Infinity ;; 1.680 ; 0.518 ;; 1.680 ; NaN ;; 1.680 ; 0.441 ; 0.183 ;; 1.680 ; -0.120 ; 1.001 ;; 1.680 ; -0.119 ; 0.993
1.690 ; 0.516 ;; 1.690 ; Infinity ;; 1.690 ; 0.517 ;; 1.690 ; NaN ;; 1.690 ; 0.440 ; 0.181 ;; 1.690 ; -0.130 ; 1.000 ;; 1.690 ; -0.129 ; 0.992
1.700 ; 0.516 ;; 1.700 ; Infinity ;; 1.700 ; 0.517 ;; 1.700 ; NaN ;; 1.700 ; 0.439 ; 0.179 ;; 1.700 ; -0.140 ; 0.999 ;; 1.700 ; -0.139 ; 0.990
1.710 ; 0.515 ;; 1.710 ; Infinity ;; 1.710 ; 0.517 ;; 1.710 ; NaN ;; 1.710 ; 0.438 ; 0.178 ;; 1.710 ; -0.150 ; 0.997 ;; 1.710 ; -0.149 ; 0.989
1.720 ; 0.515 ;; 1.720 ; Infinity ;; 1.720 ; 0.516 ;; 1.720 ; NaN ;; 1.720 ; 0.437 ; 0.176 ;; 1.720 ; -0.160 ; 0.996 ;; 1.720 ; -0.159 ; 0.987
1.730 ; 0.515 ;; 1.730 ; Infinity ;; 1.730 ; 0.516 ;; 1.730 ; NaN ;; 1.730 ; 0.437 ; 0.174 ;; 1.730 ; -0.170 ; 0.994 ;; 1.730 ; -0.168 ; 0.986
1.740 ; 0.515 ;; 1.740 ; Infinity ;; 1.740 ; 0.516 ;; 1.740 ; NaN ;; 1.740 ; 0.436 ; 0.172 ;; 1.740 ; -0.180 ; 0.993 ;; 1.740 ; -0.178 ; 0.984
1.750 ; 0.514 ;; 1.750 ; Infinity ;; 1.750 ; 0.515 ;; 1.750 ; NaN ;; 1.750 ; 0.435 ; 0.171 ;; 1.750 ; -0.190 ; 0.991 ;; 1.750 ; -0.188 ; 0.982
1.760 ; 0.514 ;; 1.760 ; Infinity ;; 1.760 ; 0.515 ;; 1.760 ; NaN ;; 1.760 ; 0.434 ; 0.169 ;; 1.760 ; -0.200 ; 0.989 ;; 1.760 ; -0.198 ; 0.980
1.770 ; 0.514 ;; 1.770 ; Infinity ;; 1.770 ; 0.515 ;; 1.770 ; NaN ;; 1.770 ; 0.434 ; 0.167 ;; 1.770 ; -0.209 ; 0.987 ;; 1.770 ; -0.208 ; 0.978
1.780 ; 0.513 ;; 1.780 ; Infinity ;; 1.780 ; 0.514 ;; 1.780 ; NaN ;; 1.780 ; 0.433 ; 0.165 ;; 1.780 ; -0.219 ; 0.985 ;; 1.780 ; -0.217 ; 0.976
1.790 ; 0.513 ;; 1.790 ; Infinity ;; 1.790 ; 0.514 ;; 1.790 ; NaN ;; 1.790 ; 0.432 ; 0.164 ;; 1.790 ; -0.229 ; 0.983 ;; 1.790 ; -0.227 ; 0.974
1.800 ; 0.513 ;; 1.800 ; Infinity ;; 1.800 ; 0.514 ;; 1.800 ; NaN ;; 1.800 ; 0.432 ; 0.162 ;; 1.800 ; -0.239 ; 0.980 ;; 1.800 ; -0.237 ; 0.972
1.810 ; 0.513 ;; 1.810 ; Infinity ;; 1.810 ; 0.514 ;; 1.810 ; NaN ;; 1.810 ; 0.431 ; 0.161 ;; 1.810 ; -0.249 ; 0.978 ;; 1.810 ; -0.247 ; 0.969
1.820 ; 0.512 ;; 1.820 ; Infinity ;; 1.820 ; 0.513 ;; 1.820 ; NaN ;; 1.820 ; 0.430 ; 0.159 ;; 1.820 ; -0.259 ; 0.975 ;; 1.820 ; -0.256 ; 0.967
1.830 ; 0.512 ;; 1.830 ; Infinity ;; 1.830 ; 0.513 ;; 1.830 ; NaN ;; 1.830 ; 0.430 ; 0.157 ;; 1.830 ; -0.268 ; 0.973 ;; 1.830 ; -0.266 ; 0.964
1.840 ; 0.512 ;; 1.840 ; Infinity ;; 1.840 ; 0.513 ;; 1.840 ; NaN ;; 1.840 ; 0.429 ; 0.156 ;; 1.840 ; -0.278 ; 0.970 ;; 1.840 ; -0.276 ; 0.961
1.850 ; 0.512 ;; 1.850 ; Infinity ;; 1.850 ; 0.513 ;; 1.850 ; NaN ;; 1.850 ; 0.428 ; 0.154 ;; 1.850 ; -0.288 ; 0.967 ;; 1.850 ; -0.285 ; 0.958
1.860 ; 0.511 ;; 1.860 ; Infinity ;; 1.860 ; 0.512 ;; 1.860 ; NaN ;; 1.860 ; 0.428 ; 0.153 ;; 1.860 ; -0.297 ; 0.965 ;; 1.860 ; -0.295 ; 0.956
1.870 ; 0.511 ;; 1.870 ; Infinity ;; 1.870 ; 0.512 ;; 1.870 ; NaN ;; 1.870 ; 0.427 ; 0.151 ;; 1.870 ; -0.307 ; 0.962 ;; 1.870 ; -0.304 ; 0.953
1.880 ; 0.511 ;; 1.880 ; Infinity ;; 1.880 ; 0.512 ;; 1.880 ; NaN ;; 1.880 ; 0.426 ; 0.150 ;; 1.880 ; -0.317 ; 0.959 ;; 1.880 ; -0.314 ; 0.949
1.890 ; 0.511 ;; 1.890 ; Infinity ;; 1.890 ; 0.512 ;; 1.890 ; NaN ;; 1.890 ; 0.426 ; 0.148 ;; 1.890 ; -0.326 ; 0.955 ;; 1.890 ; -0.323 ; 0.946
1.900 ; 0.511 ;; 1.900 ; Infinity ;; 1.900 ; 0.511 ;; 1.900 ; NaN ;; 1.900 ; 0.425 ; 0.147 ;; 1.900 ; -0.336 ; 0.952 ;; 1.900 ; -0.333 ; 0.943
1.910 ; 0.510 ;; 1.910 ; Infinity ;; 1.910 ; 0.511 ;; 1.910 ; NaN ;; 1.910 ; 0.424 ; 0.145 ;; 1.910 ; -0.345 ; 0.949 ;; 1.910 ; -0.342 ; 0.940
1.920 ; 0.510 ;; 1.920 ; Infinity ;; 1.920 ; 0.511 ;; 1.920 ; NaN ;; 1.920 ; 0.424 ; 0.144 ;; 1.920 ; -0.355 ; 0.945 ;; 1.920 ; -0.352 ; 0.936
1.930 ; 0.510 ;; 1.930 ; Infinity ;; 1.930 ; 0.511 ;; 1.930 ; NaN ;; 1.930 ; 0.423 ; 0.142 ;; 1.930 ; -0.364 ; 0.942 ;; 1.930 ; -0.361 ; 0.933
1.940 ; 0.510 ;; 1.940 ; Infinity ;; 1.940 ; 0.511 ;; 1.940 ; NaN ;; 1.940 ; 0.422 ; 0.141 ;; 1.940 ; -0.374 ; 0.938 ;; 1.940 ; -0.370 ; 0.929
1.950 ; 0.510 ;; 1.950 ; Infinity ;; 1.950 ; 0.510 ;; 1.950 ; NaN ;; 1.950 ; 0.422 ; 0.139 ;; 1.950 ; -0.383 ; 0.934 ;; 1.950 ; -0.379 ; 0.925
1.960 ; 0.509 ;; 1.960 ; Infinity ;; 1.960 ; 0.510 ;; 1.960 ; NaN ;; 1.960 ; 0.421 ; 0.138 ;; 1.960 ; -0.392 ; 0.931 ;; 1.960 ; -0.389 ; 0.921
1.970 ; 0.509 ;; 1.970 ; Infinity ;; 1.970 ; 0.510 ;; 1.970 ; NaN ;; 1.970 ; 0.421 ; 0.137 ;; 1.970 ; -0.402 ; 0.927 ;; 1.970 ; -0.398 ; 0.917
1.980 ; 0.509 ;; 1.980 ; Infinity ;; 1.980 ; 0.510 ;; 1.980 ; NaN ;; 1.980 ; 0.420 ; 0.135 ;; 1.980 ; -0.411 ; 0.923 ;; 1.980 ; -0.407 ; 0.913
1.990 ; 0.509 ;; 1.990 ; Infinity ;; 1.990 ; 0.510 ;; 1.990 ; NaN ;; 1.990 ; 0.420 ; 0.134 ;; 1.990 ; -0.420 ; 0.918 ;; 1.990 ; -0.416 ; 0.909
2.000 ; 0.509 ;; 2.000 ; Infinity ;; 2.000 ; 0.509 ;; 2.000 ; NaN ;; 2.000 ; 0.419 ; 0.133 ;; 2.000 ; -0.429 ; 0.914 ;; 2.000 ; -0.425 ; 0.905
2.010 ; 0.508 ;; 2.010 ; Infinity ;; 2.010 ; 0.509 ;; 2.010 ; NaN ;; 2.010 ; 0.418 ; 0.131 ;; 2.010 ; -0.439 ; 0.910 ;; 2.010 ; -0.434 ; 0.901
2.020 ; 0.508 ;; 2.020 ; Infinity ;; 2.020 ; 0.509 ;; 2.020 ; NaN ;; 2.020 ; 0.418 ; 0.130 ;; 2.020 ; -0.448 ; 0.906 ;; 2.020 ; -0.443 ; 0.896
2.030 ; 0.508 ;; 2.030 ; Infinity ;; 2.030 ; 0.509 ;; 2.030 ; NaN ;; 2.030 ; 0.417 ; 0.129 ;; 2.030 ; -0.457 ; 0.901 ;; 2.030 ; -0.452 ; 0.892
2.040 ; 0.508 ;; 2.040 ; Infinity ;; 2.040 ; 0.509 ;; 2.040 ; NaN ;; 2.040 ; 0.417 ; 0.127 ;; 2.040 ; -0.466 ; 0.897 ;; 2.040 ; -0.461 ; 0.887
2.050 ; 0.508 ;; 2.050 ; Infinity ;; 2.050 ; 0.508 ;; 2.050 ; NaN ;; 2.050 ; 0.416 ; 0.126 ;; 2.050 ; -0.475 ; 0.892 ;; 2.050 ; -0.470 ; 0.883
2.060 ; 0.508 ;; 2.060 ; Infinity ;; 2.060 ; 0.508 ;; 2.060 ; NaN ;; 2.060 ; 0.416 ; 0.125 ;; 2.060 ; -0.484 ; 0.887 ;; 2.060 ; -0.479 ; 0.878
2.070 ; 0.507 ;; 2.070 ; Infinity ;; 2.070 ; 0.508 ;; 2.070 ; NaN ;; 2.070 ; 0.415 ; 0.124 ;; 2.070 ; -0.493 ; 0.882 ;; 2.070 ; -0.488 ; 0.873
2.080 ; 0.507 ;; 2.080 ; Infinity ;; 2.080 ; 0.508 ;; 2.080 ; NaN ;; 2.080 ; 0.415 ; 0.122 ;; 2.080 ; -0.501 ; 0.877 ;; 2.080 ; -0.496 ; 0.868
2.090 ; 0.507 ;; 2.090 ; Infinity ;; 2.090 ; 0.508 ;; 2.090 ; NaN ;; 2.090 ; 0.414 ; 0.121 ;; 2.090 ; -0.510 ; 0.872 ;; 2.090 ; -0.505 ; 0.863
2.100 ; 0.507 ;; 2.100 ; Infinity ;; 2.100 ; 0.508 ;; 2.100 ; NaN ;; 2.100 ; 0.414 ; 0.120 ;; 2.100 ; -0.519 ; 0.867 ;; 2.100 ; -0.513 ; 0.858
2.110 ; 0.507 ;; 2.110 ; Infinity ;; 2.110 ; 0.508 ;; 2.110 ; NaN ;; 2.110 ; 0.413 ; 0.119 ;; 2.110 ; -0.528 ; 0.862 ;; 2.110 ; -0.522 ; 0.853
2.120 ; 0.507 ;; 2.120 ; Infinity ;; 2.120 ; 0.507 ;; 2.120 ; NaN ;; 2.120 ; 0.413 ; 0.118 ;; 2.120 ; -0.536 ; 0.857 ;; 2.120 ; -0.531 ; 0.848
2.130 ; 0.507 ;; 2.130 ; Infinity ;; 2.130 ; 0.507 ;; 2.130 ; NaN ;; 2.130 ; 0.412 ; 0.116 ;; 2.130 ; -0.545 ; 0.851 ;; 2.130 ; -0.539 ; 0.842
2.140 ; 0.506 ;; 2.140 ; Infinity ;; 2.140 ; 0.507 ;; 2.140 ; NaN ;; 2.140 ; 0.412 ; 0.115 ;; 2.140 ; -0.553 ; 0.846 ;; 2.140 ; -0.547 ; 0.837
2.150 ; 0.506 ;; 2.150 ; Infinity ;; 2.150 ; 0.507 ;; 2.150 ; NaN ;; 2.150 ; 0.411 ; 0.114 ;; 2.150 ; -0.562 ; 0.840 ;; 2.150 ; -0.556 ; 0.831
2.160 ; 0.506 ;; 2.160 ; Infinity ;; 2.160 ; 0.507 ;; 2.160 ; NaN ;; 2.160 ; 0.411 ; 0.113 ;; 2.160 ; -0.570 ; 0.835 ;; 2.160 ; -0.564 ; 0.826
2.170 ; 0.506 ;; 2.170 ; Infinity ;; 2.170 ; 0.507 ;; 2.170 ; NaN ;; 2.170 ; 0.410 ; 0.112 ;; 2.170 ; -0.578 ; 0.829 ;; 2.170 ; -0.572 ; 0.820
2.180 ; 0.506 ;; 2.180 ; Infinity ;; 2.180 ; 0.507 ;; 2.180 ; NaN ;; 2.180 ; 0.410 ; 0.111 ;; 2.180 ; -0.587 ; 0.823 ;; 2.180 ; -0.580 ; 0.814
2.190 ; 0.506 ;; 2.190 ; Infinity ;; 2.190 ; 0.506 ;; 2.190 ; NaN ;; 2.190 ; 0.409 ; 0.110 ;; 2.190 ; -0.595 ; 0.817 ;; 2.190 ; -0.589 ; 0.808
2.200 ; 0.506 ;; 2.200 ; Infinity ;; 2.200 ; 0.506 ;; 2.200 ; NaN ;; 2.200 ; 0.409 ; 0.108 ;; 2.200 ; -0.603 ; 0.812 ;; 2.200 ; -0.597 ; 0.803
2.210 ; 0.506 ;; 2.210 ; Infinity ;; 2.210 ; 0.506 ;; 2.210 ; NaN ;; 2.210 ; 0.409 ; 0.107 ;; 2.210 ; -0.611 ; 0.806 ;; 2.210 ; -0.605 ; 0.797
2.220 ; 0.506 ;; 2.220 ; Infinity ;; 2.220 ; 0.506 ;; 2.220 ; NaN ;; 2.220 ; 0.408 ; 0.106 ;; 2.220 ; -0.619 ; 0.799 ;; 2.220 ; -0.613 ; 0.790
2.230 ; 0.505 ;; 2.230 ; Infinity ;; 2.230 ; 0.506 ;; 2.230 ; NaN ;; 2.230 ; 0.408 ; 0.105 ;; 2.230 ; -0.627 ; 0.793 ;; 2.230 ; -0.620 ; 0.784
2.240 ; 0.505 ;; 2.240 ; Infinity ;; 2.240 ; 0.506 ;; 2.240 ; NaN ;; 2.240 ; 0.407 ; 0.104 ;; 2.240 ; -0.635 ; 0.787 ;; 2.240 ; -0.628 ; 0.778
2.250 ; 0.505 ;; 2.250 ; Infinity ;; 2.250 ; 0.506 ;; 2.250 ; NaN ;; 2.250 ; 0.407 ; 0.103 ;; 2.250 ; -0.643 ; 0.781 ;; 2.250 ; -0.636 ; 0.772
2.260 ; 0.505 ;; 2.260 ; Infinity ;; 2.260 ; 0.506 ;; 2.260 ; NaN ;; 2.260 ; 0.406 ; 0.102 ;; 2.260 ; -0.651 ; 0.774 ;; 2.260 ; -0.644 ; 0.765
2.270 ; 0.505 ;; 2.270 ; Infinity ;; 2.270 ; 0.505 ;; 2.270 ; NaN ;; 2.270 ; 0.406 ; 0.101 ;; 2.270 ; -0.659 ; 0.768 ;; 2.270 ; -0.651 ; 0.759
2.280 ; 0.505 ;; 2.280 ; Infinity ;; 2.280 ; 0.505 ;; 2.280 ; NaN ;; 2.280 ; 0.406 ; 0.100 ;; 2.280 ; -0.666 ; 0.761 ;; 2.280 ; -0.659 ; 0.752
2.290 ; 0.505 ;; 2.290 ; Infinity ;; 2.290 ; 0.505 ;; 2.290 ; NaN ;; 2.290 ; 0.405 ; 0.099 ;; 2.290 ; -0.674 ; 0.754 ;; 2.290 ; -0.666 ; 0.746
